Income,Living_Standards,Homeownership_Status,Location,Work_Experience,Type_of_Housing,Number_of_Dependents,Household_Size,Age,Employment_Status
75226,Medium,Own,Suburban,28,Single-family home,2,7,53,Self-employed
71010,Medium,Rent,Suburban,28,Single-family home,2,7,39,Self-employed
69208,Low,Own,Urban,12,Townhouse,2,3,36,Part-time
67580,Low,Own,Urban,28,Townhouse,5,5,52,Part-time
7719190,High,Own,Urban,15,Apartment,4,6,53,Part-time
75416,Medium,Own,Urban,46,Apartment,5,6,43,Self-employed
72910,Medium,Rent,Suburban,20,Townhouse,1,7,51,Part-time
73514,Medium,Own,Urban,21,Townhouse,2,5,40,Full-time
65004,Low,Own,Urban,18,Single-family home,1,4,57,Part-time
1634492,High,Rent,Urban,3,Single-family home,2,1,43,Full-time
64928,Low,Own,Suburban,23,Townhouse,2,6,33,Part-time
67156,Low,Own,Suburban,43,Apartment,5,2,43,Self-employed
68268,Low,Own,Rural,45,Townhouse,0,1,25,Full-time
73404,Medium,Own,Suburban,23,Single-family home,4,6,28,Full-time
1342634,High,Rent,Urban,11,Apartment,2,3,60,Full-time
68698,Low,Rent,Urban,38,Apartment,3,3,53,Part-time
70322,Medium,Own,Suburban,7,Townhouse,1,1,56,Full-time
74122,Medium,Rent,Urban,28,Single-family home,2,1,30,Part-time
72462,Medium,Own,Suburban,0,Apartment,4,5,47,Part-time
4269646,High,Rent,Urban,6,Single-family home,2,3,26,Part-time
73328,Medium,Own,Suburban,11,Single-family home,5,7,38,Self-employed
69944,Low,Own,Urban,40,Townhouse,5,6,43,Full-time
862987,High,Rent,Suburban,35,Townhouse,5,7,33,Part-time
315391,High,Own,Suburban,2,Single-family home,2,2,39,Part-time
73350,Medium,Own,Urban,11,Single-family home,5,5,35,Self-employed
2519929,High,Own,Urban,15,Single-family home,3,1,69,Part-time
68454,Low,Own,Urban,35,Single-family home,5,1,30,Self-employed
139297,Medium,Own,Urban,10,Apartment,3,1,67,Part-time
174288,High,Rent,Suburban,46,Apartment,0,1,45,Part-time
4402219,High,Own,Urban,1,Apartment,2,4,44,Part-time
3269742,High,Own,Urban,10,Single-family home,4,1,54,Full-time
70280,Medium,Own,Suburban,46,Single-family home,1,2,52,Full-time
72806,Medium,Own,Urban,9,Townhouse,5,7,41,Self-employed
72800,Medium,Rent,Urban,28,Single-family home,2,3,47,Self-employed
841639,High,Own,Urban,32,Single-family home,3,7,63,Self-employed
72054,Medium,Rent,Rural,9,Apartment,4,5,34,Self-employed
3546356,High,Own,Suburban,21,Single-family home,4,1,68,Part-time
68610,Low,Own,Urban,38,Apartment,3,5,54,Full-time
67060,Low,Own,Urban,12,Single-family home,4,3,28,Self-employed
68812,Low,Own,Urban,38,Single-family home,1,2,32,Self-employed
41204,Low,Rent,Urban,22,Townhouse,5,1,65,Part-time
74038,Medium,Own,Urban,48,Apartment,4,2,54,Full-time
74616,Medium,Rent,Rural,48,Apartment,5,1,62,Part-time
72876,Medium,Rent,Urban,0,Apartment,2,2,64,Part-time
73140,Medium,Own,Urban,28,Single-family home,3,2,55,Self-employed
78285,Medium,Rent,Urban,38,Single-family home,1,6,24,Part-time
70604,Medium,Rent,Suburban,0,Single-family home,4,4,23,Full-time
3557707,High,Rent,Urban,34,Townhouse,2,6,50,Part-time
74772,Medium,Own,Urban,26,Single-family home,1,5,64,Full-time
1781661,High,Rent,Urban,24,Single-family home,0,1,20,Self-employed
74312,Medium,Own,Suburban,11,Single-family home,0,7,46,Part-time
139391,Medium,Rent,Urban,15,Apartment,5,2,44,Full-time
960948,High,Rent,Urban,27,Apartment,2,7,40,Full-time
530179,High,Own,Suburban,29,Apartment,4,1,26,Full-time
69942,Low,Own,Suburban,41,Apartment,1,6,50,Full-time
68846,Low,Own,Urban,35,Apartment,4,7,45,Part-time
70518,Medium,Own,Suburban,44,Apartment,4,4,44,Full-time
69582,Low,Rent,Suburban,34,Single-family home,5,4,29,Part-time
71855,Medium,Rent,Urban,1,Apartment,2,6,43,Full-time
68012,Low,Own,Urban,42,Apartment,0,7,42,Part-time
73094,Medium,Own,Urban,43,Apartment,0,2,53,Part-time
73068,Medium,Own,Urban,9,Single-family home,3,5,49,Full-time
69320,Low,Own,Urban,21,Apartment,5,5,56,Full-time
158110,High,Rent,Urban,23,Apartment,0,4,53,Self-employed
1907883,High,Own,Suburban,4,Single-family home,5,4,65,Part-time
70598,Medium,Own,Urban,32,Apartment,1,5,38,Self-employed
73892,Medium,Rent,Urban,16,Apartment,3,6,46,Full-time
65964,Low,Rent,Suburban,5,Single-family home,4,1,57,Full-time
254877,High,Rent,Rural,21,Apartment,2,2,55,Full-time
282378,High,Own,Rural,36,Single-family home,5,2,59,Full-time
64902,Low,Own,Urban,10,Single-family home,1,1,29,Part-time
67280,Low,Own,Urban,41,Apartment,4,3,40,Full-time
72716,Medium,Own,Urban,2,Single-family home,0,2,40,Self-employed
68254,Low,Own,Urban,21,Single-family home,1,6,34,Part-time
70212,Medium,Own,Suburban,18,Single-family home,0,1,21,Full-time
71618,Medium,Own,Urban,44,Apartment,4,6,26,Full-time
71038,Medium,Own,Urban,12,Single-family home,4,3,42,Full-time
66752,Low,Own,Urban,11,Single-family home,5,2,35,Full-time
68018,Low,Own,Suburban,11,Single-family home,4,5,68,Part-time
71038,Medium,Own,Urban,18,Apartment,5,7,39,Full-time
9528817,High,Own,Urban,16,Apartment,0,7,68,Full-time
67912,Low,Own,Suburban,28,Apartment,5,4,61,Full-time
2029969,High,Rent,Urban,21,Single-family home,2,2,32,Part-time
646273,High,Own,Urban,2,Single-family home,3,5,66,Part-time
66452,Low,Own,Rural,6,Single-family home,1,5,33,Full-time
70828,Medium,Own,Urban,43,Apartment,4,2,44,Full-time
68608,Low,Own,Urban,47,Apartment,4,5,49,Part-time
70106,Medium,Rent,Rural,1,Townhouse,2,7,66,Full-time
73928,Medium,Rent,Urban,42,Apartment,5,3,59,Self-employed
57087,Low,Rent,Urban,35,Single-family home,4,4,22,Full-time
488816,High,Own,Urban,37,Single-family home,0,7,68,Full-time
70112,Medium,Rent,Urban,27,Townhouse,1,4,64,Self-employed
3338501,High,Own,Urban,17,Single-family home,1,6,69,Part-time
72516,Medium,Rent,Urban,3,Apartment,1,5,34,Full-time
944091,High,Own,Urban,2,Apartment,2,3,47,Part-time
42593,Low,Rent,Urban,37,Apartment,5,7,70,Part-time
991446,High,Rent,Urban,39,Apartment,3,3,19,Self-employed
386831,High,Own,Suburban,2,Townhouse,4,1,56,Full-time
68560,Low,Own,Urban,35,Apartment,0,3,56,Part-time
4317124,High,Own,Urban,35,Single-family home,5,4,62,Part-time
67620,Low,Own,Suburban,31,Single-family home,4,2,59,Full-time
65728,Low,Own,Urban,47,Apartment,4,7,55,Self-employed
934501,High,Rent,Urban,37,Single-family home,5,1,40,Full-time
69710,Low,Own,Urban,20,Apartment,2,1,56,Full-time
74860,Medium,Own,Urban,22,Single-family home,0,3,70,Part-time
68692,Low,Rent,Urban,46,Townhouse,0,5,40,Full-time
70034,Medium,Own,Urban,21,Single-family home,4,4,36,Full-time
72846,Medium,Own,Suburban,23,Townhouse,5,6,58,Part-time
3651322,High,Own,Urban,18,Apartment,4,2,28,Full-time
69004,Low,Rent,Urban,35,Single-family home,1,5,23,Full-time
60978,Low,Own,Urban,11,Apartment,4,2,51,Part-time
65544,Low,Own,Rural,25,Apartment,4,7,19,Full-time
228057,High,Rent,Urban,32,Townhouse,5,1,24,Full-time
69944,Low,Own,Suburban,35,Apartment,2,3,66,Full-time
74876,Medium,Own,Rural,29,Townhouse,4,3,64,Part-time
457981,High,Rent,Suburban,29,Apartment,3,5,47,Full-time
71640,Medium,Own,Urban,44,Apartment,2,5,50,Self-employed
66310,Low,Rent,Urban,1,Single-family home,1,7,51,Full-time
2945793,High,Own,Suburban,44,Single-family home,2,6,55,Full-time
71328,Medium,Own,Urban,11,Townhouse,1,5,59,Part-time
74740,Medium,Own,Urban,0,Apartment,0,7,49,Full-time
177289,High,Rent,Suburban,21,Single-family home,3,7,52,Self-employed
70528,Medium,Own,Urban,37,Townhouse,4,3,42,Full-time
2075976,High,Rent,Urban,39,Apartment,3,2,65,Full-time
190220,High,Own,Urban,9,Apartment,5,7,45,Full-time
71210,Medium,Own,Urban,46,Single-family home,1,2,48,Part-time
70170,Medium,Rent,Urban,48,Townhouse,5,7,44,Full-time
71700,Medium,Own,Rural,9,Apartment,4,5,42,Part-time
5672048,High,Rent,Urban,15,Townhouse,1,1,21,Full-time
6568469,High,Rent,Urban,45,Apartment,4,3,18,Full-time
72294,Medium,Own,Urban,39,Apartment,0,1,32,Part-time
72546,Medium,Own,Suburban,8,Townhouse,0,6,55,Self-employed
67500,Low,Rent,Urban,32,Apartment,3,2,32,Part-time
97218,Medium,Rent,Urban,31,Apartment,4,7,57,Full-time
72466,Medium,Rent,Suburban,48,Townhouse,0,3,30,Full-time
2250046,High,Own,Suburban,30,Single-family home,0,1,69,Self-employed
74306,Medium,Own,Urban,15,Apartment,0,7,70,Self-employed
73206,Medium,Own,Urban,28,Apartment,0,4,34,Full-time
4076397,High,Rent,Urban,9,Apartment,1,7,20,Self-employed
7711419,High,Rent,Rural,24,Single-family home,3,7,41,Full-time
73302,Medium,Own,Suburban,34,Apartment,5,5,53,Part-time
67268,Low,Own,Urban,11,Single-family home,0,6,22,Full-time
72188,Medium,Own,Suburban,21,Apartment,4,5,64,Full-time
66966,Low,Own,Urban,41,Single-family home,3,5,55,Part-time
72764,Medium,Own,Urban,43,Townhouse,2,2,53,Part-time
65108,Low,Own,Urban,17,Single-family home,2,7,38,Full-time
1402693,High,Rent,Suburban,33,Apartment,1,1,52,Full-time
67632,Low,Own,Urban,28,Apartment,0,2,26,Full-time
244072,High,Rent,Suburban,43,Apartment,0,2,66,Part-time
1858335,High,Rent,Urban,38,Apartment,2,1,37,Self-employed
2162356,High,Rent,Urban,9,Apartment,5,1,27,Full-time
130013,Medium,Rent,Urban,8,Apartment,3,7,66,Part-time
73930,Medium,Own,Urban,43,Apartment,0,1,54,Full-time
65418,Low,Own,Urban,49,Single-family home,0,4,62,Part-time
74750,Medium,Rent,Suburban,5,Townhouse,3,1,43,Part-time
65128,Low,Own,Urban,16,Single-family home,3,5,23,Part-time
165647,High,Own,Suburban,5,Apartment,1,3,58,Full-time
277533,High,Rent,Suburban,31,Single-family home,4,6,29,Full-time
119829,Medium,Rent,Urban,45,Apartment,2,2,36,Full-time
67136,Low,Own,Urban,48,Apartment,1,4,25,Self-employed
9179314,High,Own,Urban,25,Apartment,4,4,57,Part-time
68290,Low,Rent,Urban,2,Single-family home,4,6,45,Part-time
8309914,High,Own,Urban,29,Townhouse,3,2,21,Self-employed
7820296,High,Rent,Urban,36,Apartment,1,4,53,Part-time
2505302,High,Own,Rural,10,Single-family home,1,1,32,Self-employed
66850,Low,Own,Urban,19,Single-family home,3,7,46,Full-time
75432,Medium,Own,Urban,31,Single-family home,3,7,65,Part-time
170937,High,Rent,Urban,29,Single-family home,1,2,23,Part-time
74778,Medium,Own,Urban,14,Single-family home,0,1,44,Part-time
72448,Medium,Own,Urban,38,Townhouse,3,1,33,Full-time
72530,Medium,Own,Urban,31,Apartment,1,7,65,Self-employed
872400,High,Rent,Rural,9,Apartment,5,5,24,Full-time
443878,High,Own,Urban,42,Townhouse,1,7,41,Full-time
66324,Low,Own,Urban,15,Single-family home,0,6,46,Self-employed
67352,Low,Rent,Urban,4,Apartment,1,5,68,Full-time
72898,Medium,Rent,Urban,28,Apartment,5,6,46,Part-time
265239,High,Own,Urban,34,Single-family home,2,5,59,Self-employed
71934,Medium,Rent,Urban,36,Apartment,0,1,48,Part-time
69972,Low,Own,Urban,24,Single-family home,2,7,33,Full-time
5393922,High,Own,Rural,12,Apartment,5,3,45,Full-time
159637,High,Own,Urban,30,Townhouse,2,3,30,Full-time
65424,Low,Own,Urban,29,Apartment,3,2,36,Full-time
71844,Medium,Own,Urban,23,Apartment,2,2,55,Part-time
63556,Low,Rent,Urban,8,Apartment,0,5,58,Part-time
65148,Low,Own,Urban,26,Single-family home,3,3,47,Self-employed
44084,Low,Own,Urban,16,Townhouse,4,3,70,Self-employed
7056730,High,Own,Suburban,26,Apartment,3,1,57,Full-time
175610,High,Rent,Urban,22,Apartment,4,5,22,Full-time
74400,Medium,Own,Suburban,48,Single-family home,4,4,57,Full-time
72834,Medium,Rent,Urban,21,Single-family home,2,2,69,Full-time
67242,Low,Own,Suburban,45,Apartment,1,3,35,Self-employed
65244,Low,Rent,Urban,31,Apartment,5,4,27,Part-time
70440,Medium,Rent,Urban,38,Single-family home,3,1,18,Full-time
75450,Medium,Own,Urban,11,Apartment,4,3,54,Full-time
69850,Low,Own,Urban,27,Single-family home,4,6,31,Full-time
32450,Low,Rent,Urban,5,Single-family home,4,5,49,Full-time
65770,Low,Rent,Urban,37,Single-family home,1,3,51,Self-employed
72104,Medium,Rent,Rural,27,Single-family home,2,7,39,Part-time
66478,Low,Own,Rural,23,Single-family home,4,1,21,Full-time
67818,Low,Own,Suburban,42,Single-family home,4,4,41,Full-time
68194,Low,Own,Urban,6,Single-family home,1,2,60,Full-time
69232,Low,Own,Urban,44,Single-family home,2,4,32,Part-time
66548,Low,Own,Urban,20,Townhouse,3,5,33,Self-employed
69468,Low,Own,Urban,0,Apartment,5,5,18,Part-time
74142,Medium,Own,Urban,33,Single-family home,3,4,49,Part-time
74574,Medium,Rent,Urban,15,Apartment,1,4,47,Full-time
68900,Low,Own,Urban,37,Townhouse,0,3,37,Full-time
67976,Low,Own,Urban,11,Townhouse,1,1,34,Full-time
71192,Medium,Own,Suburban,43,Single-family home,3,2,65,Full-time
71792,Medium,Own,Urban,5,Townhouse,4,4,55,Full-time
69882,Low,Rent,Urban,36,Apartment,2,7,33,Part-time
78335,Medium,Own,Rural,2,Single-family home,0,7,23,Full-time
72348,Medium,Own,Urban,16,Apartment,5,1,46,Self-employed
75180,Medium,Own,Urban,12,Apartment,2,5,63,Full-time
68034,Low,Own,Urban,26,Apartment,3,4,56,Self-employed
70168,Medium,Rent,Urban,22,Apartment,3,4,47,Full-time
70980,Medium,Own,Urban,13,Townhouse,4,3,40,Part-time
69932,Low,Own,Urban,8,Townhouse,5,5,35,Full-time
1216942,High,Own,Urban,36,Apartment,3,3,59,Part-time
81668,Medium,Own,Suburban,42,Townhouse,3,6,19,Full-time
74842,Medium,Own,Suburban,19,Townhouse,5,7,67,Self-employed
68535,Low,Own,Urban,43,Townhouse,2,1,25,Part-time
2277733,High,Own,Rural,17,Single-family home,4,2,65,Full-time
67554,Low,Rent,Urban,39,Single-family home,1,5,45,Full-time
145530,Medium,Rent,Suburban,30,Single-family home,1,5,59,Part-time
74132,Medium,Own,Urban,15,Townhouse,1,5,69,Full-time
66866,Low,Own,Urban,30,Single-family home,2,6,30,Self-employed
68690,Low,Rent,Urban,3,Single-family home,0,4,60,Full-time
68302,Low,Own,Urban,22,Townhouse,1,5,48,Full-time
74004,Medium,Own,Urban,29,Apartment,2,7,49,Full-time
294749,High,Own,Suburban,3,Single-family home,1,4,46,Full-time
66032,Low,Own,Urban,26,Single-family home,0,5,26,Full-time
68906,Low,Own,Urban,38,Single-family home,4,1,38,Full-time
340811,High,Rent,Urban,38,Single-family home,5,2,31,Part-time
65534,Low,Rent,Urban,36,Single-family home,3,5,49,Full-time
65204,Low,Rent,Urban,2,Townhouse,0,7,68,Part-time
90480,Medium,Own,Urban,50,Single-family home,2,1,22,Full-time
70068,Medium,Rent,Suburban,15,Single-family home,5,7,25,Part-time
65212,Low,Own,Urban,43,Single-family home,4,3,66,Self-employed
74332,Medium,Own,Suburban,45,Apartment,0,1,31,Part-time
71770,Medium,Own,Urban,12,Townhouse,2,3,54,Part-time
6730067,High,Rent,Urban,21,Townhouse,2,1,50,Full-time
71572,Medium,Own,Urban,1,Apartment,1,1,30,Full-time
74818,Medium,Own,Urban,16,Single-family home,0,4,57,Full-time
69910,Low,Own,Urban,47,Single-family home,1,2,50,Part-time
65390,Low,Own,Urban,47,Apartment,0,6,45,Part-time
70874,Medium,Own,Urban,27,Townhouse,4,2,25,Full-time
72536,Medium,Rent,Suburban,4,Single-family home,4,1,42,Full-time
221586,High,Rent,Urban,45,Apartment,3,5,52,Part-time
70376,Medium,Own,Urban,39,Apartment,4,2,26,Self-employed
4944170,High,Rent,Urban,18,Single-family home,0,4,60,Self-employed
66852,Low,Own,Urban,9,Apartment,5,6,30,Part-time
69456,Low,Own,Rural,31,Townhouse,5,7,22,Full-time
1508213,High,Rent,Urban,14,Single-family home,4,3,38,Full-time
74234,Medium,Own,Urban,28,Apartment,2,2,64,Full-time
469979,High,Rent,Rural,11,Apartment,2,6,33,Self-employed
69122,Low,Rent,Urban,39,Single-family home,5,5,48,Self-employed
75356,Medium,Rent,Urban,6,Townhouse,1,7,51,Part-time
74642,Medium,Own,Urban,46,Apartment,0,2,57,Part-time
68990,Low,Own,Urban,3,Townhouse,1,6,67,Full-time
4121808,High,Own,Urban,26,Apartment,5,5,20,Part-time
72390,Medium,Own,Urban,42,Townhouse,3,3,47,Part-time
73878,Medium,Own,Urban,29,Single-family home,4,4,38,Full-time
33030,Low,Rent,Urban,1,Single-family home,1,5,18,Full-time
68132,Low,Own,Urban,21,Single-family home,5,2,59,Self-employed
68156,Low,Rent,Suburban,48,Apartment,4,4,62,Part-time
67152,Low,Own,Urban,41,Apartment,5,6,61,Full-time
67696,Low,Own,Urban,25,Apartment,1,2,62,Part-time
7424213,High,Own,Urban,31,Apartment,3,1,37,Full-time
70430,Medium,Own,Urban,49,Single-family home,0,7,53,Full-time
74870,Medium,Rent,Urban,12,Apartment,4,3,43,Full-time
70148,Medium,Own,Urban,8,Townhouse,4,3,66,Full-time
69414,Low,Own,Urban,16,Single-family home,1,7,35,Part-time
74606,Medium,Own,Urban,15,Single-family home,2,4,51,Full-time
7023831,High,Rent,Urban,31,Apartment,3,3,61,Self-employed
72436,Medium,Own,Urban,16,Single-family home,2,2,37,Part-time
75128,Medium,Own,Urban,25,Apartment,0,5,43,Full-time
635521,High,Rent,Rural,44,Single-family home,2,6,70,Full-time
73922,Medium,Rent,Urban,26,Townhouse,5,3,50,Full-time
3519348,High,Rent,Rural,13,Townhouse,1,1,33,Self-employed
68134,Low,Rent,Urban,32,Single-family home,0,3,43,Full-time
113193,Medium,Rent,Rural,5,Single-family home,0,5,52,Part-time
74584,Medium,Own,Urban,10,Single-family home,0,5,29,Full-time
9350351,High,Own,Urban,22,Apartment,5,5,63,Part-time
1836641,High,Rent,Urban,5,Apartment,5,6,41,Self-employed
42974,Low,Rent,Urban,13,Single-family home,4,5,54,Full-time
32230,Low,Own,Urban,46,Single-family home,0,5,43,Full-time
72432,Medium,Own,Urban,44,Single-family home,3,1,21,Self-employed
73304,Medium,Own,Rural,18,Apartment,2,6,18,Self-employed
74454,Medium,Rent,Urban,36,Single-family home,0,1,45,Full-time
71674,Medium,Own,Rural,26,Single-family home,2,1,58,Full-time
3180080,High,Rent,Urban,1,Single-family home,1,7,20,Full-time
69588,Low,Rent,Urban,44,Apartment,5,3,64,Self-employed
9904254,High,Own,Suburban,39,Apartment,0,3,35,Part-time
74690,Medium,Own,Urban,30,Single-family home,5,1,42,Full-time
66532,Low,Own,Urban,21,Apartment,5,3,40,Self-employed
3262014,High,Rent,Urban,23,Single-family home,1,6,54,Full-time
66504,Low,Own,Rural,11,Apartment,5,1,60,Part-time
106278,Medium,Own,Urban,41,Apartment,2,4,69,Self-employed
74578,Medium,Rent,Urban,46,Single-family home,0,3,65,Self-employed
55064,Low,Own,Rural,8,Apartment,5,5,57,Full-time
9653848,High,Own,Urban,14,Apartment,1,2,67,Part-time
68302,Low,Own,Urban,24,Apartment,3,7,22,Self-employed
69374,Low,Own,Urban,8,Townhouse,4,5,58,Part-time
71174,Medium,Rent,Urban,17,Apartment,5,5,43,Full-time
427456,High,Own,Urban,48,Apartment,0,7,68,Full-time
570921,High,Rent,Urban,43,Single-family home,3,2,39,Full-time
66718,Low,Rent,Urban,0,Townhouse,4,4,45,Full-time
73930,Medium,Own,Urban,33,Townhouse,5,2,45,Full-time
67216,Low,Rent,Urban,17,Single-family home,3,2,68,Self-employed
217456,High,Rent,Urban,35,Apartment,0,4,58,Full-time
100534,Medium,Rent,Urban,27,Townhouse,5,7,29,Part-time
73462,Medium,Rent,Suburban,18,Townhouse,1,7,46,Full-time
4126891,High,Rent,Rural,27,Single-family home,3,7,55,Full-time
65570,Low,Own,Urban,35,Townhouse,1,3,53,Full-time
66272,Low,Own,Rural,27,Single-family home,1,4,33,Self-employed
65060,Low,Rent,Urban,14,Apartment,0,6,66,Part-time
101660,Medium,Rent,Urban,15,Apartment,3,3,37,Full-time
67076,Low,Own,Urban,41,Apartment,3,5,68,Self-employed
68012,Low,Own,Urban,7,Single-family home,2,1,38,Self-employed
67998,Low,Own,Urban,13,Single-family home,1,3,22,Full-time
67040,Low,Own,Urban,38,Apartment,1,7,39,Full-time
378648,High,Rent,Urban,37,Apartment,1,4,29,Full-time
66266,Low,Own,Urban,0,Apartment,4,6,20,Self-employed
67902,Low,Own,Urban,23,Apartment,3,7,68,Part-time
68518,Low,Own,Suburban,31,Single-family home,2,1,22,Part-time
73654,Medium,Own,Suburban,49,Single-family home,0,3,37,Part-time
75196,Medium,Own,Urban,40,Townhouse,3,5,65,Part-time
6263252,High,Own,Urban,3,Single-family home,0,5,41,Full-time
74770,Medium,Own,Urban,38,Apartment,2,6,32,Full-time
3277785,High,Own,Urban,8,Apartment,3,5,35,Self-employed
66012,Low,Own,Urban,9,Apartment,1,4,34,Self-employed
73908,Medium,Rent,Urban,48,Single-family home,1,6,68,Self-employed
73090,Medium,Rent,Urban,0,Apartment,5,5,46,Part-time
51612,Low,Own,Urban,33,Single-family home,0,3,60,Full-time
68876,Low,Own,Urban,18,Single-family home,4,6,28,Self-employed
72296,Medium,Own,Urban,38,Apartment,0,5,61,Full-time
3183792,High,Own,Urban,44,Apartment,5,6,54,Part-time
72754,Medium,Own,Suburban,11,Apartment,2,6,50,Full-time
72352,Medium,Rent,Urban,7,Single-family home,2,1,49,Part-time
70288,Medium,Own,Suburban,38,Single-family home,1,4,46,Full-time
69228,Low,Own,Urban,26,Single-family home,1,5,69,Full-time
4844569,High,Own,Suburban,17,Single-family home,3,5,34,Part-time
2477788,High,Rent,Urban,20,Apartment,1,5,42,Self-employed
4210235,High,Own,Urban,6,Apartment,0,5,43,Part-time
107163,Medium,Rent,Urban,15,Single-family home,1,4,62,Part-time
3140559,High,Rent,Urban,48,Single-family home,4,4,68,Full-time
165431,High,Rent,Urban,15,Single-family home,5,7,58,Part-time
73700,Medium,Own,Suburban,20,Apartment,1,4,70,Self-employed
65856,Low,Rent,Rural,6,Townhouse,2,7,32,Full-time
69506,Low,Own,Urban,29,Townhouse,0,3,35,Part-time
71648,Medium,Own,Suburban,34,Single-family home,0,5,34,Self-employed
68012,Low,Own,Urban,44,Townhouse,2,1,65,Full-time
66986,Low,Own,Urban,16,Apartment,3,5,66,Self-employed
72070,Medium,Own,Urban,9,Townhouse,5,5,59,Full-time
480895,High,Rent,Urban,10,Apartment,5,6,26,Part-time
68854,Low,Rent,Suburban,40,Single-family home,0,5,29,Self-employed
70250,Medium,Rent,Urban,39,Apartment,1,5,67,Full-time
73301,Medium,Rent,Suburban,18,Single-family home,3,1,45,Full-time
7761279,High,Own,Urban,32,Single-family home,3,7,44,Part-time
75497,Medium,Rent,Urban,10,Apartment,1,6,68,Part-time
71918,Medium,Own,Urban,30,Single-family home,1,6,56,Full-time
