Age,Education_Level,Occupation,Number_of_Dependents,Location,Work_Experience,Marital_Status,Employment_Status,Household_Size,Homeownership_Status,Type_of_Housing,Gender,Primary_Mode_of_Transportation,Income,Age_Group,Income_Category,Cluster
52,Bachelor's,Finance,1,Urban,39,Married,Part-time,3,Rent,Apartment,Male,Public transit,2670547,46-60,High,1
29,High School,Technology,2,Urban,37,Married,Full-time,1,Own,Townhouse,Male,Public transit,61068,18-30,Low,1
42,Doctorate,Healthcare,0,Suburban,0,Single,Full-time,1,Rent,Apartment,Female,Biking,74356,31-45,Medium,2
69,High School,Healthcare,1,Urban,12,Married,Full-time,3,Rent,Single-family home,Female,Car,140820,61-70,Medium,2
38,High School,Others,3,Suburban,17,Single,Part-time,5,Own,Single-family home,Male,Car,160610,31-45,High,2
53,Master's,Healthcare,1,Rural,3,Married,Self-employed,7,Own,Single-family home,Male,Car,4901426,46-60,High,0
70,Bachelor's,Finance,0,Urban,46,Married,Self-employed,2,Own,Townhouse,Male,Car,73066,61-70,Medium,1
40,High School,Technology,0,Urban,13,Married,Full-time,4,Own,Single-family home,Female,Biking,67216,31-45,Low,2
33,Bachelor's,Finance,4,Suburban,47,Single,Full-time,7,Own,Single-family home,Female,Public transit,73748,31-45,Medium,1
56,Bachelor's,Technology,4,Urban,4,Married,Full-time,5,Rent,Townhouse,Female,Biking,115293,46-60,Medium,2
62,High School,Education,1,Rural,32,Married,Full-time,6,Rent,Apartment,Male,Public transit,70900,61-70,Medium,1
70,Doctorate,Education,1,Urban,25,Married,Full-time,1,Own,Single-family home,Female,Public transit,1524598,61-70,High,2
59,Bachelor's,Finance,5,Urban,3,Married,Full-time,6,Own,Townhouse,Male,Public transit,74470,46-60,Medium,2
56,Bachelor's,Education,5,Urban,29,Single,Full-time,5,Own,Single-family home,Female,Public transit,70462,46-60,Medium,1
31,Bachelor's,Finance,4,Urban,16,Married,Full-time,2,Rent,Single-family home,Male,Biking,2479312,31-45,High,2
48,Bachelor's,Technology,1,Urban,27,Married,Full-time,6,Own,Townhouse,Male,Public transit,434276,46-60,High,1
22,High School,Technology,5,Suburban,5,Divorced,Part-time,5,Rent,Apartment,Male,Car,135880,18-30,Medium,2
52,High School,Education,3,Urban,26,Single,Part-time,5,Own,Townhouse,Male,Public transit,70764,46-60,Medium,1
40,Bachelor's,Healthcare,2,Suburban,35,Single,Self-employed,6,Own,Townhouse,Male,Car,73216,31-45,Medium,1
46,Master's,Finance,4,Urban,6,Divorced,Full-time,1,Rent,Single-family home,Female,Public transit,972583,46-60,High,2
60,High School,Healthcare,4,Urban,0,Single,Full-time,5,Own,Apartment,Male,Public transit,70974,46-60,Medium,2
28,Bachelor's,Others,0,Suburban,9,Married,Full-time,6,Own,Apartment,Male,Car,765409,18-30,High,2
35,Master's,Others,1,Rural,12,Single,Full-time,4,Rent,Single-family home,Male,Car,180011,31-45,High,2
64,High School,Healthcare,4,Suburban,40,Single,Part-time,3,Own,Apartment,Female,Car,949028,61-70,High,1
29,High School,Healthcare,4,Suburban,31,Single,Full-time,6,Rent,Single-family home,Male,Biking,277533,18-30,High,1
26,Bachelor's,Education,5,Urban,13,Married,Part-time,7,Own,Single-family home,Male,Car,803474,18-30,High,2
27,Bachelor's,Others,3,Suburban,32,Single,Part-time,1,Rent,Single-family home,Male,Biking,31253,18-30,Low,1
61,High School,Education,1,Urban,29,Single,Part-time,3,Rent,Apartment,Female,Car,69296,61-70,Low,1
34,Bachelor's,Education,2,Urban,8,Single,Part-time,5,Own,Apartment,Female,Biking,109693,31-45,Medium,2
55,Bachelor's,Finance,3,Urban,5,Single,Part-time,2,Rent,Townhouse,Male,Car,116595,46-60,Medium,2
24,Bachelor's,Healthcare,2,Suburban,9,Married,Part-time,6,Own,Single-family home,Male,Car,1367591,18-30,High,2
63,High School,Education,0,Urban,10,Single,Part-time,6,Rent,Apartment,Male,Public transit,1898623,61-70,High,2
30,Bachelor's,Healthcare,4,Urban,38,Single,Part-time,1,Own,Apartment,Female,Biking,73332,18-30,Medium,1
57,Master's,Technology,5,Urban,19,Single,Full-time,5,Rent,Single-family home,Female,Biking,2969222,46-60,High,2
59,Master's,Healthcare,3,Urban,24,Married,Full-time,5,Rent,Apartment,Female,Public transit,216097,46-60,High,2
26,Master's,Technology,2,Suburban,11,Single,Full-time,2,Rent,Apartment,Female,Car,315577,18-30,High,2
67,Bachelor's,Others,1,Urban,21,Married,Full-time,5,Rent,Single-family home,Female,Public transit,418597,61-70,High,2
44,Bachelor's,Technology,0,Urban,11,Single,Self-employed,4,Own,Townhouse,Female,Biking,382099,31-45,High,2
19,Bachelor's,Technology,0,Urban,13,Single,Full-time,7,Own,Single-family home,Male,Biking,72936,18-30,Medium,2
22,High School,Healthcare,4,Urban,41,Married,Full-time,2,Own,Apartment,Male,Car,75286,18-30,Medium,1
46,High School,Education,4,Urban,47,Divorced,Full-time,1,Own,Apartment,Female,Biking,67702,46-60,Low,1
54,Bachelor's,Healthcare,2,Urban,35,Single,Self-employed,1,Own,Apartment,Male,Car,65850,46-60,Low,1
55,High School,Technology,2,Urban,13,Married,Full-time,3,Rent,Apartment,Male,Walking,33104,46-60,Low,2
36,High School,Healthcare,0,Urban,1,Married,Full-time,4,Rent,Single-family home,Male,Biking,2283872,31-45,High,2
25,Doctorate,Healthcare,2,Suburban,1,Married,Part-time,6,Rent,Single-family home,Female,Biking,405190,18-30,High,2
65,High School,Healthcare,4,Rural,42,Married,Part-time,4,Rent,Apartment,Male,Public transit,73068,61-70,Medium,1
62,High School,Education,0,Urban,42,Married,Part-time,7,Rent,Single-family home,Female,Biking,120270,61-70,Medium,1
18,High School,Technology,0,Urban,5,Divorced,Part-time,1,Own,Single-family home,Female,Biking,6030812,,High,0
39,Bachelor's,Technology,1,Suburban,24,Divorced,Part-time,5,Rent,Townhouse,Female,Car,73926,31-45,Medium,2
69,Bachelor's,Healthcare,1,Urban,2,Married,Full-time,7,Rent,Single-family home,Female,Biking,69508,61-70,Low,2
34,Bachelor's,Technology,2,Urban,22,Married,Full-time,6,Rent,Apartment,Female,Car,500243,31-45,High,2
24,Bachelor's,Technology,2,Urban,8,Married,Self-employed,4,Own,Townhouse,Male,Public transit,71312,18-30,Medium,2
42,Master's,Technology,4,Rural,30,Single,Full-time,4,Own,Apartment,Male,Walking,75286,31-45,Medium,1
62,Master's,Finance,4,Urban,27,Married,Full-time,5,Own,Single-family home,Male,Public transit,63583,61-70,Low,1
21,Doctorate,Education,1,Urban,24,Married,Part-time,7,Own,Single-family home,Male,Public transit,36391,18-30,Low,1
53,Master's,Healthcare,0,Urban,34,Single,Part-time,2,Rent,Apartment,Female,Public transit,331574,46-60,High,1
23,Bachelor's,Technology,3,Urban,0,Married,Full-time,5,Rent,Apartment,Female,Public transit,71588,18-30,Medium,2
48,High School,Others,5,Urban,1,Divorced,Full-time,3,Rent,Apartment,Female,Biking,65062,46-60,Low,2
36,High School,Technology,5,Urban,14,Single,Full-time,3,Own,Apartment,Male,Public transit,4699946,31-45,High,0
61,High School,Finance,3,Suburban,42,Married,Part-time,6,Own,Single-family home,Male,Walking,66416,61-70,Low,1
56,Bachelor's,Finance,2,Urban,39,Single,Full-time,1,Own,Single-family home,Female,Biking,155552,46-60,High,1
44,Master's,Technology,5,Urban,15,Married,Full-time,2,Rent,Apartment,Female,Public transit,139391,31-45,Medium,2
27,Bachelor's,Technology,5,Urban,22,Married,Part-time,4,Rent,Townhouse,Female,Public transit,878775,18-30,High,2
43,High School,Education,3,Urban,48,Married,Self-employed,6,Own,Townhouse,Male,Public transit,72382,31-45,Medium,1
36,Bachelor's,Technology,3,Rural,34,Married,Self-employed,1,Own,Apartment,Male,Public transit,70312,31-45,Medium,1
56,Master's,Technology,1,Urban,7,Married,Self-employed,1,Rent,Apartment,Female,Biking,1722795,46-60,High,2
20,Bachelor's,Finance,0,Urban,6,Married,Full-time,6,Own,Single-family home,Female,Public transit,67062,18-30,Low,2
62,Master's,Education,4,Urban,20,Married,Self-employed,6,Own,Apartment,Female,Biking,70776,61-70,Medium,2
30,Master's,Healthcare,1,Urban,34,Married,Part-time,4,Own,Townhouse,Male,Car,73808,18-30,Medium,1
67,Master's,Finance,5,Rural,38,Divorced,Self-employed,4,Rent,Single-family home,Female,Biking,75468,61-70,Medium,1
45,Master's,Technology,4,Urban,36,Single,Full-time,5,Rent,Single-family home,Female,Public transit,70834,31-45,Medium,1
37,Master's,Others,1,Urban,32,Single,Full-time,7,Own,Single-family home,Female,Car,73682,31-45,Medium,1
45,High School,Education,1,Urban,36,Married,Full-time,3,Own,Apartment,Female,Public transit,67038,31-45,Low,1
25,High School,Healthcare,3,Suburban,34,Married,Self-employed,4,Own,Single-family home,Male,Car,72748,18-30,Medium,1
58,Bachelor's,Healthcare,4,Urban,17,Divorced,Full-time,5,Own,Single-family home,Male,Walking,75368,46-60,Medium,2
56,High School,Finance,1,Urban,18,Single,Self-employed,7,Rent,Single-family home,Male,Biking,74916,46-60,Medium,2
18,Doctorate,Healthcare,3,Urban,9,Married,Full-time,3,Own,Apartment,Female,Public transit,71036,,Medium,2
20,High School,Others,2,Rural,3,Married,Full-time,2,Own,Townhouse,Female,Walking,64926,18-30,Low,2
30,Master's,Healthcare,4,Urban,29,Married,Part-time,2,Own,Apartment,Female,Walking,67234,18-30,Low,1
45,Bachelor's,Others,1,Urban,44,Married,Part-time,2,Own,Apartment,Male,Walking,74496,31-45,Medium,1
66,Bachelor's,Finance,5,Urban,32,Single,Full-time,4,Own,Apartment,Male,Public transit,69718,61-70,Low,1
42,Master's,Others,2,Urban,3,Married,Self-employed,3,Rent,Townhouse,Female,Car,167419,31-45,High,2
50,Bachelor's,Healthcare,3,Urban,8,Married,Self-employed,6,Rent,Apartment,Female,Biking,70312,46-60,Medium,2
55,Bachelor's,Technology,1,Urban,16,Married,Full-time,7,Own,Apartment,Female,Public transit,74062,46-60,Medium,2
70,High School,Healthcare,5,Urban,42,Married,Self-employed,3,Own,Apartment,Male,Car,74500,61-70,Medium,1
23,Bachelor's,Healthcare,3,Urban,38,Married,Full-time,2,Own,Townhouse,Male,Car,66186,18-30,Low,1
61,High School,Education,3,Urban,23,Single,Part-time,1,Own,Townhouse,Male,Car,70400,61-70,Medium,2
62,Bachelor's,Finance,5,Urban,38,Married,Full-time,3,Rent,Single-family home,Male,Biking,74698,61-70,Medium,1
49,Bachelor's,Healthcare,3,Urban,12,Single,Full-time,3,Own,Apartment,Male,Car,66384,46-60,Low,2
62,Master's,Others,4,Suburban,25,Single,Full-time,5,Own,Apartment,Female,Public transit,3799344,61-70,High,0
64,Master's,Healthcare,2,Urban,18,Married,Full-time,2,Own,Townhouse,Female,Car,67726,61-70,Low,2
38,Bachelor's,Education,2,Urban,16,Married,Full-time,7,Own,Apartment,Male,Public transit,7926737,31-45,High,0
33,Bachelor's,Healthcare,0,Suburban,49,Married,Full-time,1,Own,Apartment,Female,Walking,70986,31-45,Medium,1
38,Master's,Finance,1,Urban,29,Married,Part-time,5,Own,Apartment,Male,Public transit,73856,31-45,Medium,1
28,Bachelor's,Healthcare,3,Urban,25,Married,Full-time,1,Own,Apartment,Female,Public transit,70198,18-30,Medium,1
54,Bachelor's,Others,1,Urban,12,Single,Full-time,6,Own,Townhouse,Female,Car,66296,46-60,Low,2
53,Bachelor's,Technology,2,Urban,48,Divorced,Full-time,1,Rent,Apartment,Female,Public transit,4386989,46-60,High,0
52,Master's,Others,2,Urban,17,Divorced,Full-time,6,Own,Townhouse,Female,Public transit,72718,46-60,Medium,2
36,Bachelor's,Healthcare,3,Urban,20,Married,Full-time,1,Rent,Single-family home,Male,Biking,332874,31-45,High,2
37,Bachelor's,Technology,4,Urban,33,Single,Full-time,4,Rent,Apartment,Male,Walking,606300,31-45,High,1
35,Bachelor's,Technology,5,Suburban,50,Married,Self-employed,3,Own,Townhouse,Male,Walking,209662,31-45,High,1
64,Bachelor's,Finance,3,Urban,46,Single,Full-time,3,Own,Single-family home,Female,Public transit,160961,61-70,High,1
58,High School,Education,3,Suburban,8,Married,Full-time,5,Rent,Single-family home,Female,Public transit,71222,46-60,Medium,2
66,Bachelor's,Others,0,Rural,29,Single,Full-time,7,Own,Apartment,Female,Car,1055994,61-70,High,1
31,Master's,Healthcare,5,Urban,28,Married,Full-time,6,Rent,Townhouse,Male,Public transit,69480,31-45,Low,1
32,Doctorate,Finance,4,Suburban,28,Single,Full-time,1,Rent,Townhouse,Male,Walking,309481,31-45,High,1
48,Bachelor's,Education,1,Urban,45,Single,Part-time,7,Own,Single-family home,Male,Biking,66960,46-60,Low,1
18,Bachelor's,Healthcare,5,Urban,18,Single,Part-time,1,Own,Single-family home,Male,Car,74764,,Medium,2
70,High School,Education,4,Rural,7,Single,Full-time,3,Rent,Apartment,Female,Public transit,69022,61-70,Low,2
20,Master's,Others,3,Urban,43,Married,Full-time,6,Rent,Single-family home,Male,Public transit,1659982,18-30,High,1
33,Master's,Others,3,Urban,16,Single,Full-time,1,Own,Apartment,Male,Car,72082,31-45,Medium,2
40,High School,Education,3,Urban,11,Married,Full-time,7,Rent,Single-family home,Male,Public transit,66368,31-45,Low,2
28,High School,Others,3,Urban,14,Married,Full-time,1,Rent,Apartment,Female,Public transit,3070473,18-30,High,2
29,Master's,Technology,3,Urban,4,Single,Self-employed,7,Own,Apartment,Male,Public transit,74646,18-30,Medium,2
27,Bachelor's,Finance,5,Urban,33,Single,Part-time,1,Own,Townhouse,Female,Biking,66606,18-30,Low,1
49,Bachelor's,Healthcare,5,Urban,49,Married,Self-employed,2,Own,Townhouse,Male,Public transit,310535,46-60,High,1
33,High School,Technology,5,Urban,2,Divorced,Full-time,2,Own,Apartment,Male,Public transit,66870,31-45,Low,2
25,High School,Healthcare,4,Urban,4,Married,Part-time,7,Own,Single-family home,Male,Public transit,46140,18-30,Low,2
55,Bachelor's,Healthcare,3,Urban,33,Married,Full-time,2,Rent,Apartment,Female,Public transit,162536,46-60,High,1
29,Master's,Technology,2,Urban,8,Married,Self-employed,6,Own,Single-family home,Female,Public transit,68054,18-30,Low,2
41,Bachelor's,Finance,5,Urban,23,Married,Full-time,6,Own,Single-family home,Male,Walking,67936,31-45,Low,2
45,Bachelor's,Technology,2,Urban,4,Divorced,Full-time,5,Own,Townhouse,Male,Car,73178,31-45,Medium,2
70,High School,Others,0,Suburban,26,Married,Full-time,1,Own,Apartment,Male,Biking,5257109,61-70,High,0
25,Bachelor's,Finance,1,Urban,48,Single,Full-time,7,Own,Apartment,Male,Biking,58367,18-30,Low,1
45,High School,Healthcare,5,Urban,19,Married,Part-time,2,Own,Apartment,Female,Biking,355096,31-45,High,2
53,Bachelor's,Education,2,Suburban,46,Single,Full-time,2,Own,Single-family home,Male,Public transit,70002,46-60,Medium,1
43,Master's,Technology,0,Urban,44,Married,Part-time,7,Rent,Apartment,Male,Car,3283237,31-45,High,1
25,High School,Others,4,Urban,40,Married,Part-time,7,Rent,Apartment,Male,Walking,65648,18-30,Low,1
67,High School,Others,1,Urban,1,Married,Part-time,4,Rent,Apartment,Male,Car,65310,61-70,Low,2
45,High School,Finance,3,Urban,22,Married,Self-employed,5,Own,Single-family home,Male,Public transit,70482,31-45,Medium,2
45,Bachelor's,Technology,5,Urban,33,Single,Full-time,2,Own,Townhouse,Male,Biking,73930,31-45,Medium,1
54,Master's,Finance,5,Rural,28,Divorced,Full-time,2,Own,Apartment,Male,Biking,67958,46-60,Low,1
58,High School,Healthcare,3,Urban,42,Single,Full-time,2,Own,Apartment,Male,Public transit,66730,46-60,Low,1
53,Master's,Healthcare,4,Urban,34,Single,Full-time,4,Own,Apartment,Male,Public transit,75446,46-60,Medium,1
44,High School,Technology,1,Suburban,29,Married,Self-employed,4,Rent,Apartment,Male,Public transit,9256278,31-45,High,0
34,Master's,Others,5,Urban,2,Divorced,Part-time,5,Own,Single-family home,Male,Public transit,65140,31-45,Low,2
26,Bachelor's,Others,2,Urban,9,Married,Part-time,1,Rent,Single-family home,Female,Car,74766,18-30,Medium,2
50,Bachelor's,Education,1,Urban,33,Married,Full-time,1,Own,Apartment,Female,Public transit,74672,46-60,Medium,1
70,Bachelor's,Finance,0,Urban,0,Married,Self-employed,6,Rent,Townhouse,Female,Public transit,73016,61-70,Medium,2
37,Bachelor's,Others,5,Suburban,5,Single,Full-time,7,Own,Single-family home,Male,Car,67003,31-45,Low,2
30,Master's,Technology,4,Urban,5,Married,Full-time,5,Own,Townhouse,Male,Car,65080,18-30,Low,2
45,Master's,Education,2,Suburban,42,Single,Self-employed,6,Rent,Apartment,Female,Car,2928110,31-45,High,1
65,Bachelor's,Technology,1,Urban,15,Divorced,Full-time,1,Own,Single-family home,Male,Car,70870,61-70,Medium,2
46,High School,Technology,1,Suburban,0,Single,Part-time,3,Own,Single-family home,Female,Car,68050,46-60,Low,2
30,High School,Technology,2,Urban,4,Single,Part-time,6,Rent,Apartment,Female,Public transit,401371,18-30,High,2
63,Master's,Technology,0,Suburban,24,Married,Self-employed,1,Own,Single-family home,Female,Public transit,91729,61-70,Medium,2
52,Bachelor's,Finance,0,Urban,26,Married,Full-time,4,Own,Townhouse,Male,Car,5409638,46-60,High,0
23,Bachelor's,Healthcare,1,Suburban,41,Married,Self-employed,4,Own,Single-family home,Female,Car,73234,18-30,Medium,1
35,Bachelor's,Education,3,Urban,37,Single,Full-time,2,Own,Townhouse,Male,Public transit,64902,31-45,Low,1
68,Master's,Technology,2,Urban,42,Single,Full-time,4,Own,Apartment,Male,Public transit,72248,61-70,Medium,1
22,Bachelor's,Healthcare,5,Urban,25,Married,Full-time,3,Own,Single-family home,Female,Walking,71774,18-30,Medium,1
64,Master's,Others,0,Urban,15,Married,Full-time,3,Own,Apartment,Male,Public transit,70682,61-70,Medium,2
42,Master's,Healthcare,5,Urban,44,Married,Self-employed,7,Rent,Single-family home,Male,Car,72128,31-45,Medium,1
19,Bachelor's,Technology,0,Urban,43,Married,Part-time,3,Own,Apartment,Male,Public transit,66146,18-30,Low,1
27,High School,Others,0,Urban,49,Married,Part-time,2,Own,Apartment,Male,Public transit,69200,18-30,Low,1
47,Master's,Healthcare,4,Suburban,25,Married,Full-time,1,Own,Single-family home,Female,Public transit,72950,46-60,Medium,2
67,Bachelor's,Finance,5,Urban,44,Married,Part-time,7,Rent,Single-family home,Male,Public transit,4687100,61-70,High,0
62,Master's,Technology,3,Urban,36,Single,Full-time,2,Own,Single-family home,Female,Walking,37263,61-70,Low,1
22,High School,Healthcare,0,Urban,27,Married,Full-time,4,Rent,Single-family home,Female,Car,1438977,18-30,High,1
50,High School,Others,3,Urban,27,Single,Part-time,3,Own,Apartment,Male,Car,499862,46-60,High,1
18,Master's,Healthcare,1,Rural,29,Married,Part-time,7,Own,Apartment,Female,Car,1392089,,High,1
35,Bachelor's,Technology,1,Urban,12,Married,Full-time,2,Own,Apartment,Male,Biking,71758,31-45,Medium,2
49,Bachelor's,Healthcare,4,Urban,24,Single,Full-time,6,Rent,Apartment,Male,Public transit,55420,46-60,Low,2
64,Master's,Healthcare,3,Urban,44,Married,Part-time,2,Own,Single-family home,Male,Car,67150,61-70,Low,1
66,Bachelor's,Others,2,Urban,50,Single,Full-time,7,Own,Single-family home,Male,Car,74874,61-70,Medium,1
28,Bachelor's,Finance,4,Urban,18,Divorced,Self-employed,3,Rent,Apartment,Male,Biking,3506912,18-30,High,0
38,High School,Healthcare,0,Urban,12,Single,Self-employed,5,Own,Apartment,Male,Public transit,72664,31-45,Medium,2
43,Master's,Technology,1,Urban,10,Divorced,Part-time,3,Own,Single-family home,Male,Public transit,65710,31-45,Low,2
42,Master's,Finance,1,Urban,47,Married,Full-time,5,Rent,Townhouse,Male,Public transit,69022,31-45,Low,1
39,High School,Others,2,Urban,22,Single,Part-time,3,Own,Apartment,Female,Car,449667,31-45,High,2
44,Master's,Technology,4,Urban,13,Single,Full-time,1,Own,Single-family home,Male,Public transit,73702,31-45,Medium,2
66,Master's,Others,3,Urban,9,Single,Part-time,5,Rent,Single-family home,Male,Public transit,73358,61-70,Medium,2
30,Bachelor's,Technology,1,Rural,33,Single,Full-time,5,Own,Single-family home,Female,Public transit,65402,18-30,Low,1
50,Bachelor's,Technology,0,Rural,39,Single,Full-time,6,Own,Apartment,Female,Public transit,71632,46-60,Medium,1
51,Bachelor's,Others,2,Suburban,22,Single,Self-employed,2,Own,Apartment,Female,Car,69468,46-60,Low,2
58,High School,Healthcare,2,Suburban,39,Single,Full-time,5,Own,Apartment,Male,Public transit,75064,46-60,Medium,1
52,Master's,Healthcare,5,Urban,20,Married,Part-time,4,Own,Apartment,Male,Public transit,7215570,46-60,High,0
